File;ORM_check;ORM_invited_or_challange;IRM_check;IRM_invited_or_challange;Folder;ID;Start Date;End Date;Process Category;Tribe;Type
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Portfolio Leases/Review multiple products/2024-10-10 Initial Review multiple products;3240;2024-10-10 00:00:00;2024-11-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Payments Reporting/Vergoedingenstaat (Statement of Fees)/2024-10-08 Initial Review product;3231;2024-10-08 00:00:00;2025-03-25 00:00:00;;;Review
riskjourneytool review_old.xlsm;ORM;To be invited for challenge;IRM;;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review_old.xlsm;ORM;To be invited for challenge;IRM;;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review_old.xlsm;ORM;To be invited for challenge;IRM;;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review_old.xlsm;ORM;To be invited for challenge;IRM;;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-09-17 Initial Review multiple products;3168;2024-09-17 00:00:00;2024-12-18 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Credit Cards/Commercial Credit Cards/2024-11-21 Initial Review product;3413;2024-11-21 00:00:00;2025-01-29 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Doorlopend Krediet/Review multiple products/2024-10-28 Intermediate Review multiple products;3307;2024-10-28 00:00:00;2025-02-26 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Doorlopend Krediet/Review multiple products/2024-10-28 Intermediate Review multiple products;3307;2024-10-28 00:00:00;2025-02-26 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Doorlopend Krediet/Review multiple products/2024-10-28 Intermediate Review multiple products;3307;2024-10-28 00:00:00;2025-02-26 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Doorlopend Krediet/Review multiple products/2024-10-28 Intermediate Review multiple products;3307;2024-10-28 00:00:00;2025-02-26 00:00:00;;;Review
;;;;;Payments Reporting/Afschriften (papier)/2024-10-08 Initial Review product;3230;2024-10-08 00:00:00;2025-03-25 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Vendor Leases/Review multiple products/2024-12-05 Initial Review multiple products;3455;2024-12-05 00:00:00;2025-01-29 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Vendor Leases/Review multiple products/2024-12-05 Initial Review multiple products;3455;2024-12-05 00:00:00;2025-01-29 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Vendor Leases/Review multiple products/2024-12-05 Initial Review multiple products;3455;2024-12-05 00:00:00;2025-01-29 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Vendor Leases/Review multiple products/2024-12-05 Initial Review multiple products;3455;2024-12-05 00:00:00;2025-01-29 00:00:00;;;Review
